Retailer,Retailer ID,Date,Month,Region,State,Beverage Brand,Price per Unit,Units Sold
Sodapop,1185732,2022-02-10,1900-01-02,Southeast,Florida,Sprite,0.35000000000000003,8000
Sodapop,1185732,2022-02-10,1900-01-02,Southeast,Florida,Fanta,0.39999999999999997,6750
Sodapop,1185732,2022-02-10,1900-01-02,Southeast,Florida,Powerade,0.55,7500
Sodapop,1185732,2022-02-10,1900-01-02,Southeast,Florida,Dasani Water,0.45,8500
Sodapop,1185732,2022-03-08,1900-01-03,Southeast,Florida,Coca-Cola,0.45,10700
Sodapop,1185732,2022-03-08,1900-01-03,Southeast,Florida,Diet Coke,0.45,7500
Sodapop,1185732,2022-03-08,1900-01-03,Southeast,Florida,Sprite,0.35000000000000003,7750
Sodapop,1185732,2022-03-08,1900-01-03,Southeast,Florida,Fanta,0.39999999999999997,6250
Sodapop,1185732,2022-03-08,1900-01-03,Southeast,Florida,Powerade,0.55,6750
Sodapop,1185732,2022-03-08,1900-01-03,Southeast,Florida,Dasani Water,0.45,7750
Sodapop,1185732,2022-04-09,1900-01-04,Southeast,Florida,Coca-Cola,0.45,10250
Sodapop,1185732,2022-04-09,1900-01-04,Southeast,Florida,Diet Coke,0.45,7250
Sodapop,1185732,2022-04-09,1900-01-04,Southeast,Florida,Sprite,0.35000000000000003,7250
Sodapop,1185732,2022-04-09,1900-01-04,Southeast,Florida,Fanta,0.39999999999999997,6500
Sodapop,1185732,2022-04-09,1900-01-04,Southeast,Florida,Powerade,0.55,6750
Sodapop,1185732,2022-04-09,1900-01-04,Southeast,Florida,Dasani Water,0.45,8000
Sodapop,1185732,2022-05-08,1900-01-05,Southeast,Florida,Coca-Cola,0.55,10700
Sodapop,1185732,2022-05-08,1900-01-05,Southeast,Florida,Diet Coke,0.55,7750
Sodapop,1185732,2022-05-08,1900-01-05,Southeast,Florida,Sprite,0.5,7500
Sodapop,1185732,2022-05-08,1900-01-05,Southeast,Florida,Fanta,0.5,7000
Sodapop,1185732,2022-05-08,1900-01-05,Southeast,Florida,Powerade,0.6,7250
Sodapop,1185732,2022-05-08,1900-01-05,Southeast,Florida,Dasani Water,0.65,8250
Sodapop,1185732,2022-06-10,1900-01-06,Southeast,Florida,Coca-Cola,0.6,10750
Sodapop,1185732,2022-06-10,1900-01-06,Southeast,Florida,Diet Coke,0.55,8250
Sodapop,1185732,2022-06-10,1900-01-06,Southeast,Florida,Sprite,0.5,8000
Sodapop,1185732,2022-06-10,1900-01-06,Southeast,Florida,Fanta,0.5,7750
Sodapop,1185732,2022-06-10,1900-01-06,Southeast,Florida,Powerade,0.65,7750
Sodapop,1185732,2022-06-10,1900-01-06,Southeast,Florida,Dasani Water,0.7000000000000001,9250
Sodapop,1185732,2022-07-08,1900-01-07,Southeast,Florida,Coca-Cola,0.65,11500
Sodapop,1185732,2022-07-08,1900-01-07,Southeast,Florida,Diet Coke,0.6000000000000001,9000
Sodapop,1185732,2022-07-08,1900-01-07,Southeast,Florida,Sprite,0.55,8250
Sodapop,1185732,2022-07-08,1900-01-07,Southeast,Florida,Fanta,0.55,7750
Sodapop,1185732,2022-07-08,1900-01-07,Southeast,Florida,Powerade,0.65,8000
Sodapop,1185732,2022-07-08,1900-01-07,Southeast,Florida,Dasani Water,0.7000000000000001,9750
Sodapop,1185732,2022-08-09,1900-01-08,Southeast,Florida,Coca-Cola,0.65,11250
Sodapop,1185732,2022-08-09,1900-01-08,Southeast,Florida,Diet Coke,0.6000000000000001,9000
Sodapop,1185732,2022-08-09,1900-01-08,Southeast,Florida,Sprite,0.55,8250
Sodapop,1185732,2022-08-09,1900-01-08,Southeast,Florida,Fanta,0.45,7750
Sodapop,1185732,2022-08-09,1900-01-08,Southeast,Florida,Powerade,0.55,7500
Sodapop,1185732,2022-08-09,1900-01-08,Southeast,Florida,Dasani Water,0.6000000000000001,9250
Sodapop,1185732,2022-09-08,1900-01-09,Southeast,Florida,Coca-Cola,0.55,10500
Sodapop,1185732,2022-09-08,1900-01-09,Southeast,Florida,Diet Coke,0.5000000000000001,8500
Sodapop,1185732,2022-09-08,1900-01-09,Southeast,Florida,Sprite,0.45,7500
Sodapop,1185732,2022-09-08,1900-01-09,Southeast,Florida,Fanta,0.45,7250
Sodapop,1185732,2022-09-08,1900-01-09,Southeast,Florida,Powerade,0.55,7250
Sodapop,1185732,2022-09-08,1900-01-09,Southeast,Florida,Dasani Water,0.6000000000000001,8250
Sodapop,1185732,2022-10-10,1900-01-10,Southeast,Florida,Coca-Cola,0.6000000000000001,10000
Sodapop,1185732,2022-10-10,1900-01-10,Southeast,Florida,Diet Coke,0.5000000000000001,8250
Sodapop,1185732,2022-10-10,1900-01-10,Southeast,Florida,Sprite,0.5000000000000001,7250
Sodapop,1185732,2022-10-10,1900-01-10,Southeast,Florida,Fanta,0.5000000000000001,7000
Sodapop,1185732,2022-10-10,1900-01-10,Southeast,Florida,Powerade,0.6000000000000001,7000
Sodapop,1185732,2022-10-10,1900-01-10,Southeast,Florida,Dasani Water,0.65,8250
Sodapop,1185732,2022-11-09,1900-01-11,Southeast,Florida,Coca-Cola,0.6000000000000001,9750
Sodapop,1185732,2022-11-09,1900-01-11,Southeast,Florida,Diet Coke,0.5000000000000001,8000
Sodapop,1185732,2022-11-09,1900-01-11,Southeast,Florida,Sprite,0.5000000000000001,7450
Sodapop,1185732,2022-11-09,1900-01-11,Southeast,Florida,Fanta,0.5000000000000001,7750
Sodapop,1185732,2022-11-09,1900-01-11,Southeast,Florida,Powerade,0.65,7500
Sodapop,1185732,2022-11-09,1900-01-11,Southeast,Florida,Dasani Water,0.7,8500
Sodapop,1185732,2022-12-08,1900-01-12,Southeast,Florida,Coca-Cola,0.65,10750
Sodapop,1185732,2022-12-08,1900-01-12,Southeast,Florida,Diet Coke,0.55,8750
Sodapop,1185732,2022-12-08,1900-01-12,Southeast,Florida,Sprite,0.55,8250
Sodapop,1185732,2022-12-08,1900-01-12,Southeast,Florida,Fanta,0.55,7750
Sodapop,1185732,2022-12-08,1900-01-12,Southeast,Florida,Powerade,0.65,7750
Sodapop,1185732,2022-12-08,1900-01-12,Southeast,Florida,Dasani Water,0.7,8750
Sodapop,1185732,2022-01-13,1900-01-01,Midwest,Minnesota,Coca-Cola,0.35,4500
Sodapop,1185732,2022-01-13,1900-01-01,Midwest,Minnesota,Diet Coke,0.35,2500
Sodapop,1185732,2022-01-13,1900-01-01,Midwest,Minnesota,Sprite,0.25,2500
Sodapop,1185732,2022-01-13,1900-01-01,Midwest,Minnesota,Fanta,0.30000000000000004,1000
Sodapop,1185732,2022-01-13,1900-01-01,Midwest,Minnesota,Powerade,0.44999999999999996,1500
Sodapop,1185732,2022-01-13,1900-01-01,Midwest,Minnesota,Dasani Water,0.35,2500
Sodapop,1185732,2022-02-13,1900-01-02,Midwest,Minnesota,Coca-Cola,0.35,5000
Sodapop,1185732,2022-02-13,1900-01-02,Midwest,Minnesota,Diet Coke,0.35,1500
Sodapop,1185732,2022-02-13,1900-01-02,Midwest,Minnesota,Sprite,0.25,2000
Sodapop,1185732,2022-02-13,1900-01-02,Midwest,Minnesota,Fanta,0.30000000000000004,750
Sodapop,1185732,2022-02-13,1900-01-02,Midwest,Minnesota,Powerade,0.44999999999999996,1500
Sodapop,1185732,2022-02-13,1900-01-02,Midwest,Minnesota,Dasani Water,0.35,2250
Sodapop,1185732,2022-03-12,1900-01-03,Midwest,Minnesota,Coca-Cola,0.4,4450
Sodapop,1185732,2022-03-12,1900-01-03,Midwest,Minnesota,Diet Coke,0.4,1250
Sodapop,1185732,2022-03-12,1900-01-03,Midwest,Minnesota,Sprite,0.30000000000000004,1750
Sodapop,1185732,2022-03-12,1900-01-03,Midwest,Minnesota,Fanta,0.35,250
Sodapop,1185732,2022-03-12,1900-01-03,Midwest,Minnesota,Powerade,0.5,750
Sodapop,1185732,2022-03-12,1900-01-03,Midwest,Minnesota,Dasani Water,0.4,1750
Sodapop,1185732,2022-04-13,1900-01-04,Midwest,Minnesota,Coca-Cola,0.4,4000
Sodapop,1185732,2022-04-13,1900-01-04,Midwest,Minnesota,Diet Coke,0.4,1000
Sodapop,1185732,2022-04-13,1900-01-04,Midwest,Minnesota,Sprite,0.30000000000000004,1000
Sodapop,1185732,2022-04-13,1900-01-04,Midwest,Minnesota,Fanta,0.35,250
Sodapop,1185732,2022-04-13,1900-01-04,Midwest,Minnesota,Powerade,0.5,500
Sodapop,1185732,2022-04-13,1900-01-04,Midwest,Minnesota,Dasani Water,0.4,1750
Sodapop,1185732,2022-05-14,1900-01-05,Midwest,Minnesota,Coca-Cola,0.5,4450
Sodapop,1185732,2022-05-14,1900-01-05,Midwest,Minnesota,Diet Coke,0.45000000000000007,1500
Sodapop,1185732,2022-05-14,1900-01-05,Midwest,Minnesota,Sprite,0.4,1250
Sodapop,1185732,2022-05-14,1900-01-05,Midwest,Minnesota,Fanta,0.4,500
Sodapop,1185732,2022-05-14,1900-01-05,Midwest,Minnesota,Powerade,0.5499999999999999,750
Sodapop,1185732,2022-05-14,1900-01-05,Midwest,Minnesota,Dasani Water,0.6,1750
Sodapop,1185732,2022-06-13,1900-01-06,Midwest,Minnesota,Coca-Cola,0.45,4250
Sodapop,1185732,2022-06-13,1900-01-06,Midwest,Minnesota,Diet Coke,0.4000000000000001,1750
Sodapop,1185732,2022-06-13,1900-01-06,Midwest,Minnesota,Sprite,0.35000000000000003,1750
Sodapop,1185732,2022-06-13,1900-01-06,Midwest,Minnesota,Fanta,0.35000000000000003,1500
Sodapop,1185732,2022-06-13,1900-01-06,Midwest,Minnesota,Powerade,0.5,1500
Sodapop,1185732,2022-06-13,1900-01-06,Midwest,Minnesota,Dasani Water,0.55,3250
Sodapop,1185732,2022-07-12,1900-01-07,Midwest,Minnesota,Coca-Cola,0.5,5500
Sodapop,1185732,2022-07-12,1900-01-07,Midwest,Minnesota,Diet Coke,0.45000000000000007,3000
Sodapop,1185732,2022-07-12,1900-01-07,Midwest,Minnesota,Sprite,0.4,2250
Sodapop,1185732,2022-07-12,1900-01-07,Midwest,Minnesota,Fanta,0.4,1750
Sodapop,1185732,2022-07-12,1900-01-07,Midwest,Minnesota,Powerade,0.5,2000
Sodapop,1185732,2022-07-12,1900-01-07,Midwest,Minnesota,Dasani Water,0.55,3750
Sodapop,1185732,2022-08-13,1900-01-08,Midwest,Minnesota,Coca-Cola,0.5,5250
Sodapop,1185732,2022-08-13,1900-01-08,Midwest,Minnesota,Diet Coke,0.45000000000000007,3000
Sodapop,1185732,2022-08-13,1900-01-08,Midwest,Minnesota,Sprite,0.4,2250
Sodapop,1185732,2022-08-13,1900-01-08,Midwest,Minnesota,Fanta,0.35000000000000003,1750
Sodapop,1185732,2022-08-13,1900-01-08,Midwest,Minnesota,Powerade,0.45,1500
Sodapop,1185732,2022-08-13,1900-01-08,Midwest,Minnesota,Dasani Water,0.5,3250
Sodapop,1185732,2022-09-14,1900-01-09,Midwest,Minnesota,Coca-Cola,0.45,4500
Sodapop,1185732,2022-09-14,1900-01-09,Midwest,Minnesota,Diet Coke,0.4000000000000001,2500
Sodapop,1185732,2022-09-14,1900-01-09,Midwest,Minnesota,Sprite,0.25,1500
Sodapop,1185732,2022-09-14,1900-01-09,Midwest,Minnesota,Fanta,0.25,1250
Sodapop,1185732,2022-09-14,1900-01-09,Midwest,Minnesota,Powerade,0.35,1250
Sodapop,1185732,2022-09-14,1900-01-09,Midwest,Minnesota,Dasani Water,0.4,2000
Sodapop,1185732,2022-10-13,1900-01-10,Midwest,Minnesota,Coca-Cola,0.44999999999999996,3750
Sodapop,1185732,2022-10-13,1900-01-10,Midwest,Minnesota,Diet Coke,0.35,2000
Sodapop,1185732,2022-10-13,1900-01-10,Midwest,Minnesota,Sprite,0.35,1000
Sodapop,1185732,2022-10-13,1900-01-10,Midwest,Minnesota,Fanta,0.35,750
Sodapop,1185732,2022-10-13,1900-01-10,Midwest,Minnesota,Powerade,0.44999999999999996,750
Sodapop,1185732,2022-10-13,1900-01-10,Midwest,Minnesota,Dasani Water,0.4999999999999999,2000
Sodapop,1185732,2022-11-13,1900-01-11,Midwest,Minnesota,Coca-Cola,0.5,3500
Sodapop,1185732,2022-11-13,1900-01-11,Midwest,Minnesota,Diet Coke,0.4,2000
Sodapop,1185732,2022-11-13,1900-01-11,Midwest,Minnesota,Sprite,0.4,1450
Sodapop,1185732,2022-11-13,1900-01-11,Midwest,Minnesota,Fanta,0.4,1500
Sodapop,1185732,2022-11-13,1900-01-11,Midwest,Minnesota,Powerade,0.5499999999999999,1250
Sodapop,1185732,2022-11-13,1900-01-11,Midwest,Minnesota,Dasani Water,0.5999999999999999,2250
Sodapop,1185732,2022-12-12,1900-01-12,Midwest,Minnesota,Coca-Cola,0.5499999999999999,4750
Sodapop,1185732,2022-12-12,1900-01-12,Midwest,Minnesota,Diet Coke,0.45,2750
Sodapop,1185732,2022-12-12,1900-01-12,Midwest,Minnesota,Sprite,0.45,2250
Sodapop,1185732,2022-12-12,1900-01-12,Midwest,Minnesota,Fanta,0.45,1750
Sodapop,1185732,2022-12-12,1900-01-12,Midwest,Minnesota,Powerade,0.5499999999999999,1750
Sodapop,1185732,2022-12-12,1900-01-12,Midwest,Minnesota,Dasani Water,0.5999999999999999,2750
DreamCo,1189833,2022-01-17,1900-01-01,Midwest,Montana,Coca-Cola,0.35,4750
DreamCo,1189833,2022-01-17,1900-01-01,Midwest,Montana,Diet Coke,0.45,4750
DreamCo,1189833,2022-01-17,1900-01-01,Midwest,Montana,Sprite,0.45,4750
DreamCo,1189833,2022-01-17,1900-01-01,Midwest,Montana,Fanta,0.45,3250
DreamCo,1189833,2022-01-17,1900-01-01,Midwest,Montana,Powerade,0.5,2750
DreamCo,1189833,2022-01-17,1900-01-01,Midwest,Montana,Dasani Water,0.45,4750
DreamCo,1189833,2022-02-17,1900-01-02,Midwest,Montana,Coca-Cola,0.35,5250
DreamCo,1189833,2022-02-17,1900-01-02,Midwest,Montana,Diet Coke,0.45,4250
DreamCo,1189833,2022-02-17,1900-01-02,Midwest,Montana,Sprite,0.45,4500
DreamCo,1189833,2022-02-17,1900-01-02,Midwest,Montana,Fanta,0.45,3000
DreamCo,1189833,2022-02-17,1900-01-02,Midwest,Montana,Powerade,0.5,2250
DreamCo,1189833,2022-02-17,1900-01-02,Midwest,Montana,Dasani Water,0.45,4250
DreamCo,1189833,2022-03-16,1900-01-03,Midwest,Montana,Coca-Cola,0.35,5750
DreamCo,1189833,2022-03-16,1900-01-03,Midwest,Montana,Diet Coke,0.45,4250
DreamCo,1189833,2022-03-16,1900-01-03,Midwest,Montana,Sprite,0.45,4250
DreamCo,1189833,2022-03-16,1900-01-03,Midwest,Montana,Fanta,0.45,3250
DreamCo,1189833,2022-03-16,1900-01-03,Midwest,Montana,Powerade,0.5,2000
DreamCo,1189833,2022-03-16,1900-01-03,Midwest,Montana,Dasani Water,0.45,4000
DreamCo,1189833,2022-04-17,1900-01-04,Midwest,Montana,Coca-Cola,0.45,5750
DreamCo,1189833,2022-04-17,1900-01-04,Midwest,Montana,Diet Coke,0.45,3750
DreamCo,1189833,2022-04-17,1900-01-04,Midwest,Montana,Sprite,0.45,4000
DreamCo,1189833,2022-04-17,1900-01-04,Midwest,Montana,Fanta,0.4,3000
DreamCo,1189833,2022-04-17,1900-01-04,Midwest,Montana,Powerade,0.45,2000
DreamCo,1189833,2022-04-17,1900-01-04,Midwest,Montana,Dasani Water,0.6,3750
DreamCo,1189833,2022-05-18,1900-01-05,Midwest,Montana,Coca-Cola,0.4,5750
DreamCo,1189833,2022-05-18,1900-01-05,Midwest,Montana,Diet Coke,0.45,4250
DreamCo,1189833,2022-05-18,1900-01-05,Midwest,Montana,Sprite,0.45,4250
DreamCo,1189833,2022-05-18,1900-01-05,Midwest,Montana,Fanta,0.4,3250
DreamCo,1189833,2022-05-18,1900-01-05,Midwest,Montana,Powerade,0.45,2250
DreamCo,1189833,2022-05-18,1900-01-05,Midwest,Montana,Dasani Water,0.6,4000
DreamCo,1189833,2022-06-17,1900-01-06,Midwest,Montana,Coca-Cola,0.4,6750
DreamCo,1189833,2022-06-17,1900-01-06,Midwest,Montana,Diet Coke,0.45,5250
DreamCo,1189833,2022-06-17,1900-01-06,Midwest,Montana,Sprite,0.45,5500
DreamCo,1189833,2022-06-17,1900-01-06,Midwest,Montana,Fanta,0.4,4250
DreamCo,1189833,2022-06-17,1900-01-06,Midwest,Montana,Powerade,0.45,3000
DreamCo,1189833,2022-06-17,1900-01-06,Midwest,Montana,Dasani Water,0.6,6000
DreamCo,1189833,2022-07-16,1900-01-07,Midwest,Montana,Coca-Cola,0.4,7500
DreamCo,1189833,2022-07-16,1900-01-07,Midwest,Montana,Diet Coke,0.45,6000
DreamCo,1189833,2022-07-16,1900-01-07,Midwest,Montana,Sprite,0.45,5500
DreamCo,1189833,2022-07-16,1900-01-07,Midwest,Montana,Fanta,0.4,4500
DreamCo,1189833,2022-07-16,1900-01-07,Midwest,Montana,Powerade,0.45,4750
DreamCo,1189833,2022-07-16,1900-01-07,Midwest,Montana,Dasani Water,0.6,4750
DreamCo,1189833,2022-08-17,1900-01-08,Midwest,Montana,Coca-Cola,0.45,6750
DreamCo,1189833,2022-08-17,1900-01-08,Midwest,Montana,Diet Coke,0.55,6250
DreamCo,1189833,2022-08-17,1900-01-08,Midwest,Montana,Sprite,0.5,5000
DreamCo,1189833,2022-08-17,1900-01-08,Midwest,Montana,Fanta,0.45,4250
DreamCo,1189833,2022-08-17,1900-01-08,Midwest,Montana,Powerade,0.5499999999999999,4250
DreamCo,1189833,2022-08-17,1900-01-08,Midwest,Montana,Dasani Water,0.6,4000
DreamCo,1189833,2022-09-18,1900-01-09,Midwest,Montana,Coca-Cola,0.45,6000
DreamCo,1189833,2022-09-18,1900-01-09,Midwest,Montana,Diet Coke,0.5,6000
DreamCo,1189833,2022-09-18,1900-01-09,Midwest,Montana,Sprite,0.45,4500
DreamCo,1189833,2022-09-18,1900-01-09,Midwest,Montana,Fanta,0.45,4000
DreamCo,1189833,2022-09-18,1900-01-09,Midwest,Montana,Powerade,0.5499999999999999,4000
DreamCo,1189833,2022-09-18,1900-01-09,Midwest,Montana,Dasani Water,0.6,4500
DreamCo,1189833,2022-10-17,1900-01-10,Midwest,Montana,Coca-Cola,0.45,5500
DreamCo,1189833,2022-10-17,1900-01-10,Midwest,Montana,Diet Coke,0.5,5500
DreamCo,1189833,2022-10-17,1900-01-10,Midwest,Montana,Sprite,0.45,4000
DreamCo,1189833,2022-10-17,1900-01-10,Midwest,Montana,Fanta,0.45,3750
DreamCo,1189833,2022-10-17,1900-01-10,Midwest,Montana,Powerade,0.5499999999999999,3500
DreamCo,1189833,2022-10-17,1900-01-10,Midwest,Montana,Dasani Water,0.6,4000
DreamCo,1189833,2022-11-17,1900-01-11,Midwest,Montana,Coca-Cola,0.4,5750
DreamCo,1189833,2022-11-17,1900-01-11,Midwest,Montana,Diet Coke,0.45000000000000007,5750
DreamCo,1189833,2022-11-17,1900-01-11,Midwest,Montana,Sprite,0.4,4250
DreamCo,1189833,2022-11-17,1900-01-11,Midwest,Montana,Fanta,0.4,4250
DreamCo,1189833,2022-11-17,1900-01-11,Midwest,Montana,Powerade,0.5499999999999999,3750
DreamCo,1189833,2022-11-17,1900-01-11,Midwest,Montana,Dasani Water,0.6,4750
DreamCo,1189833,2022-12-16,1900-01-12,Midwest,Montana,Coca-Cola,0.45,6750
DreamCo,1189833,2022-12-16,1900-01-12,Midwest,Montana,Diet Coke,0.5,6750
DreamCo,1189833,2022-12-16,1900-01-12,Midwest,Montana,Sprite,0.45,4750
DreamCo,1189833,2022-12-16,1900-01-12,Midwest,Montana,Fanta,0.45,4750
DreamCo,1189833,2022-12-16,1900-01-12,Midwest,Montana,Powerade,0.5499999999999999,4000
DreamCo,1189833,2022-12-16,1900-01-12,Midwest,Montana,Dasani Water,0.6,5000
BevCo,1197831,2022-01-04,1900-01-01,South,Tennessee,Coca-Cola,0.2,7000
BevCo,1197831,2022-01-04,1900-01-01,South,Tennessee,Diet Coke,0.3,7000
BevCo,1197831,2022-01-04,1900-01-01,South,Tennessee,Sprite,0.3,5000
BevCo,1197831,2022-01-04,1900-01-01,South,Tennessee,Fanta,0.35,5000
BevCo,1197831,2022-01-04,1900-01-01,South,Tennessee,Powerade,0.4,3500
BevCo,1197831,2022-01-04,1900-01-01,South,Tennessee,Dasani Water,0.35,5000
BevCo,1197831,2022-02-03,1900-01-02,South,Tennessee,Coca-Cola,0.25,6500
BevCo,1197831,2022-02-03,1900-01-02,South,Tennessee,Diet Coke,0.35,6250
BevCo,1197831,2022-02-03,1900-01-02,South,Tennessee,Sprite,0.35,4500
BevCo,1197831,2022-02-03,1900-01-02,South,Tennessee,Fanta,0.35,4000
BevCo,1197831,2022-02-03,1900-01-02,South,Tennessee,Powerade,0.4,2750
BevCo,1197831,2022-02-03,1900-01-02,South,Tennessee,Dasani Water,0.35,4750
BevCo,1197831,2022-03-05,1900-01-03,South,Tennessee,Coca-Cola,0.3,6500
BevCo,1197831,2022-03-05,1900-01-03,South,Tennessee,Diet Coke,0.4,6500
BevCo,1197831,2022-03-05,1900-01-03,South,Tennessee,Sprite,0.3,4750
BevCo,1197831,2022-03-05,1900-01-03,South,Tennessee,Fanta,0.35000000000000003,3750
BevCo,1197831,2022-03-05,1900-01-03,South,Tennessee,Powerade,0.4,2750
BevCo,1197831,2022-03-05,1900-01-03,South,Tennessee,Dasani Water,0.35000000000000003,4250
BevCo,1197831,2022-04-04,1900-01-04,South,Tennessee,Coca-Cola,0.19999999999999998,6750
BevCo,1197831,2022-04-04,1900-01-04,South,Tennessee,Diet Coke,0.25000000000000006,6750
BevCo,1197831,2022-04-04,1900-01-04,South,Tennessee,Sprite,0.19999999999999996,5000
BevCo,1197831,2022-04-04,1900-01-04,South,Tennessee,Fanta,0.25000000000000006,4000
BevCo,1197831,2022-04-04,1900-01-04,South,Tennessee,Powerade,0.3,3000
BevCo,1197831,2022-04-04,1900-01-04,South,Tennessee,Dasani Water,0.25000000000000006,5750
BevCo,1197831,2022-05-04,1900-01-05,South,Tennessee,Coca-Cola,0.14999999999999997,7250
BevCo,1197831,2022-05-04,1900-01-05,South,Tennessee,Diet Coke,0.25000000000000006,7500
BevCo,1197831,2022-05-04,1900-01-05,South,Tennessee,Sprite,0.19999999999999996,6000
BevCo,1197831,2022-05-04,1900-01-05,South,Tennessee,Fanta,0.30000000000000004,5250
BevCo,1197831,2022-05-04,1900-01-05,South,Tennessee,Powerade,0.45,4250
BevCo,1197831,2022-05-04,1900-01-05,South,Tennessee,Dasani Water,0.4,7750
BevCo,1197831,2022-06-03,1900-01-06,South,Tennessee,Coca-Cola,0.4,7750
BevCo,1197831,2022-06-03,1900-01-06,South,Tennessee,Diet Coke,0.45,7750
BevCo,1197831,2022-06-03,1900-01-06,South,Tennessee,Sprite,0.4,6500
BevCo,1197831,2022-06-03,1900-01-06,South,Tennessee,Fanta,0.4,6000
BevCo,1197831,2022-06-03,1900-01-06,South,Tennessee,Powerade,0.45,5000
BevCo,1197831,2022-06-03,1900-01-06,South,Tennessee,Dasani Water,0.5,8750
BevCo,1197831,2022-07-05,1900-01-07,South,Tennessee,Coca-Cola,0.4,8250
BevCo,1197831,2022-07-05,1900-01-07,South,Tennessee,Diet Coke,0.45,8250
BevCo,1197831,2022-07-05,1900-01-07,South,Tennessee,Sprite,0.4,9750
BevCo,1197831,2022-07-05,1900-01-07,South,Tennessee,Fanta,0.4,5750
BevCo,1197831,2022-07-05,1900-01-07,South,Tennessee,Powerade,0.45,5500
BevCo,1197831,2022-07-05,1900-01-07,South,Tennessee,Dasani Water,0.5499999999999999,8250
BevCo,1197831,2022-08-07,1900-01-08,South,Tennessee,Coca-Cola,0.45,7750
BevCo,1197831,2022-08-07,1900-01-08,South,Tennessee,Diet Coke,0.55,7750
BevCo,1197831,2022-08-07,1900-01-08,South,Tennessee,Sprite,0.5,9500
BevCo,1197831,2022-08-07,1900-01-08,South,Tennessee,Fanta,0.45,4750
BevCo,1197831,2022-08-07,1900-01-08,South,Tennessee,Powerade,0.5,4750
BevCo,1197831,2022-08-07,1900-01-08,South,Tennessee,Dasani Water,0.5499999999999999,7250
BevCo,1197831,2022-09-04,1900-01-09,South,Tennessee,Coca-Cola,0.5,6750
BevCo,1197831,2022-09-04,1900-01-09,South,Tennessee,Diet Coke,0.5,6250
BevCo,1197831,2022-09-04,1900-01-09,South,Tennessee,Sprite,0.5499999999999999,6750
BevCo,1197831,2022-09-04,1900-01-09,South,Tennessee,Fanta,0.5499999999999999,4000
BevCo,1197831,2022-09-04,1900-01-09,South,Tennessee,Powerade,0.5,4000
BevCo,1197831,2022-09-04,1900-01-09,South,Tennessee,Dasani Water,0.45,6250
BevCo,1197831,2022-10-03,1900-01-10,South,Tennessee,Coca-Cola,0.35000000000000003,5750
BevCo,1197831,2022-10-03,1900-01-10,South,Tennessee,Diet Coke,0.35000000000000003,5750
BevCo,1197831,2022-10-03,1900-01-10,South,Tennessee,Sprite,0.4,5250
BevCo,1197831,2022-10-03,1900-01-10,South,Tennessee,Fanta,0.4,3750
BevCo,1197831,2022-10-03,1900-01-10,South,Tennessee,Powerade,0.35000000000000003,3500
BevCo,1197831,2022-10-03,1900-01-10,South,Tennessee,Dasani Water,0.45,5250
BevCo,1197831,2022-11-04,1900-01-11,South,Tennessee,Coca-Cola,0.30000000000000004,6750
BevCo,1197831,2022-11-04,1900-01-11,South,Tennessee,Diet Coke,0.30000000000000004,6750
BevCo,1197831,2022-11-04,1900-01-11,South,Tennessee,Sprite,0.55,6000
BevCo,1197831,2022-11-04,1900-01-11,South,Tennessee,Fanta,0.55,4750
BevCo,1197831,2022-11-04,1900-01-11,South,Tennessee,Powerade,0.5499999999999999,4500
BevCo,1197831,2022-11-04,1900-01-11,South,Tennessee,Dasani Water,0.65,6500
BevCo,1197831,2022-12-03,1900-01-12,South,Tennessee,Coca-Cola,0.5499999999999999,8000
BevCo,1197831,2022-12-03,1900-01-12,South,Tennessee,Diet Coke,0.5499999999999999,8000
BevCo,1197831,2022-12-03,1900-01-12,South,Tennessee,Sprite,0.6,7000
BevCo,1197831,2022-12-03,1900-01-12,South,Tennessee,Fanta,0.6,5500
BevCo,1197831,2022-12-03,1900-01-12,South,Tennessee,Powerade,0.5499999999999999,5000
BevCo,1197831,2022-12-03,1900-01-12,South,Tennessee,Dasani Water,0.65,7500
Sodapop,1185732,2022-01-11,1900-01-01,Midwest,Nebraska,Coca-Cola,0.35,4250
Sodapop,1185732,2022-01-11,1900-01-01,Midwest,Nebraska,Diet Coke,0.35,2250
Sodapop,1185732,2022-01-11,1900-01-01,Midwest,Nebraska,Sprite,0.25,2250
Sodapop,1185732,2022-01-11,1900-01-01,Midwest,Nebraska,Fanta,0.30000000000000004,750
Sodapop,1185732,2022-01-11,1900-01-01,Midwest,Nebraska,Powerade,0.44999999999999996,1250
Sodapop,1185732,2022-01-11,1900-01-01,Midwest,Nebraska,Dasani Water,0.35,2250
Sodapop,1185732,2022-02-11,1900-01-02,Midwest,Nebraska,Coca-Cola,0.35,4750
Sodapop,1185732,2022-02-11,1900-01-02,Midwest,Nebraska,Diet Coke,0.35,1250
Sodapop,1185732,2022-02-11,1900-01-02,Midwest,Nebraska,Sprite,0.25,1750
Sodapop,1185732,2022-02-11,1900-01-02,Midwest,Nebraska,Fanta,0.30000000000000004,500
Sodapop,1185732,2022-02-11,1900-01-02,Midwest,Nebraska,Powerade,0.44999999999999996,1250
Sodapop,1185732,2022-02-11,1900-01-02,Midwest,Nebraska,Dasani Water,0.35,2000
Sodapop,1185732,2022-03-10,1900-01-03,Midwest,Nebraska,Coca-Cola,0.4,4200
